"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Monaco","MCO","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.56","","","","","","","","","","","","","","","","25.69","","","","","","","","",
"Moldova","MDA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.689","18.341","17.572","15.822","17.751","15.482","11.516","8.336","5.669","6.579","6.647","4.701","3.119","2.805","2.374","3.676","3.746","3.797","2.925","4.038","3.752","1.988","2.568","4.221","5.753",
"Madagascar","MDG","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.67","","1.73","","","","","","","0.968","","","3.863","","","","","","","5.478","","",
"Maldives","MDV","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","3.99","","","","","","","","","29.094","","","","","8.427","","18.273","","","17.207","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9004208988809","12.1827590756062","11.4635740699169","12.2115022177836","12.6088612401091","12.2816995269978","16.6642527662269","15.4017642485772","15.1196856415453","15.9451628595905","16.0749386702921","","","13.6421593036242","16.161572541774","15.0604547632567","","","",
"Mexico","MEX","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24","5.039","4.857","6.479","9.196","7.589","5.641","5.154","2.947","4.434","","4.954","5.607","6.363","6.174","6.407","6.553","7.024","9.412","9.296","9.267","8.871","8.713","8.768","7.777","7.089","6.285","6.463","6.736","7.693","7.14","5.9","5.46","5.378",
"Marshall Islands","MHL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.41","","24.785","","","",
"Middle income","MIC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7006502530661","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.07","65.17","","62.167","59.342","57.864","56.212","52.692","54.873","55.322","55.22","52.508","52.221","50.183","48.587","46.182","46.859","33.486","34.127","33.45","29.613","28.863","29.454",
"Mali","MLI","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.632","7.91","","","5.505","8.94","18.616","2.499","17.807","2.582","4.817","6.638","","2.228","","",
"Malta","MLT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.13","20.323","16.497","15.601","18.81","16.214","16.408","14.982","13.104","16.187","14.439","13.733","13.293","14.715","13.661","13.179","10.153","11.128","11.694","11.263","14.13","12.924","11.553","11.598","9.646",
"Myanmar","MMR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.143","1.444","","2.894","1.646","1.23","4.091","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8224270066844","11.2435830672441","10.5731845121045","11.3887178010227","12.6065276872898","12.33875587151","16.5546102728576","15.5389891338845","14.9104480622172","16.1530731505594","16.2936603585146","","","13.8004980652349","16.1632655757658","15.2637463081296","","","",
"Montenegro","MNE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.639","46.225","43.821","36.044","39.933","36.906","30.664","33.262","25.814","33.575","39.913","34.093","20.105","",
"Mongolia","MNG","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.068","","","10.737","","10.63","9.653","15.233","10.56","7.746","8.978","11.854","12.208","19.945","14.982","15.822","20.969","13.975","15.265","10.748","12.426","",
"Northern Mariana Islands","MNP","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.23","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71","","","","","","","12.035","","",
"Mauritania","MRT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.112","","","","","18.826","","19.21","","","","","",
"Mauritius","MUS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.44","","","","","","26.54","23.604","14.131","20.928","20.538","18.094","20.066","15.122","18.171","19.312","17.463","18.599","17.076","19.437","21.131","17.572","18.611","20.559","16.775","21.723","23.888","19.615","14.399","",
"Malawi","MWI","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.788","","","","","","2.307","","6.523","","","","4.441","","","1.053","","","","",
"Malaysia","MYS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","10.233","","","","","","","","","","3.499","","","","","","","","","","","1.162","","","","","","","","","","","","","","","","","","","","9.06","","","8.63","9.91","9.83","","9.89","","11.43","11.9","10.68","","",
"North America","NAC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","11.5","13.3","11.2","12.1","11.1","9.5","7.7","7.9","7.8","7.8","11.1","12.8","11.9","9.9","11.5","16.6","14.6205387100442","13.4241769618329","11.9992682829305","11.5550950496517","14.4748111792061","15.4936226841604","19.2611576507252","18.7501868167244","14.884876983506","14.432366571552","13.9340364733915","12.7764443561938","11.5006839290466","11.4788456349893","11.7947776340233","14.7229912563738","15.7396246357064","14.8293538083439","13.6580071830447","12.9252771337974","13.1249171984406","12.407826590201","11.5857067798337","10.7709830551877","10.1039923041106","11.7145170498973","13.0600473448106","13.5405652309159","12.8560978492175","12.5467200776689","11.3878961269626","11.609769349625","14.221577524329","19.9267959724217","20.4678897450149","18.46437522547","17.4699775096197","16.8431839261119","14.5732282953325","12.949876476026","11.7230644845925","10.5539783025397","9.74946212481511","9.65998376221636","15.5492532777716","10.8977578188768","8.99009937072069","9.02015988417636","10.1458864118249",
"Namibia","NAM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.73","","","","","","39.186","","29.477","36.734","35.559","","37.717","","37.473","","","","","","",
"New Caledonia","NCL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.1","","","33.446","40.145","29.892","44.501","","32.471","","",
"Niger","NER","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95","","","","","","","","","","0.752","3.795","","0.905","","","16.097","","0.753","","","0.535","","",
"Nigeria","NGA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.52","","","","","","","","","","","","","","","","","","","","","","","","","10.368","","9.003","","","","","","26.749","","","4.807","3.991","4.354",
"Nicaragua","NIC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.36","","","","","","","","","","","","5.341","","","","","8.09","","","","","","6.474","","6.366","","","","","","","","","","",
"Netherlands","NLD","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","8.99","","8.42","","","","23.019","","18.564","","15.656","14.021","12.425","10.239","10.236","7.706","11.291","13.551","11.508","11.272","9.237","8.276","6.622","4.699","4.224","4.337","6.675","7.893","12.664","9.978","9.435","9.302","11.36","11.991","10.465","11.786","13.487","12.382","11.329","11.378","8.959","7.69","7.267","9.197","9.696","7.316","8.289","8.825",
"Norway","NOR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","7.27","8.26","7.42","5.75","3.91","4.19","7.37","11.94","","","","","","19.986","15","15.198","12.714","13.087","10.844","12.28","13.815","12.37","13.983","12.234","8.844","8.251","8.31","10.491","11.078","9.35","9.986","10.751","9.128","11.179","13.003","11.67","10.735","10.345","12.098","13.389","11.687","11.278","12.703",
"Nepal","NPL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96","","","","","","","","","3.288","","","","","","","","","19.228","","","","","","","",
"Nauru","NRU","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.55","","","","21.07","","","","","","","20.908","","","","","","","","10.572","","","",
"New Zealand","NZL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","7.932","8.672","12","14.613","15.322","21.293","21.226","19.238","16.085","12.356","12.826","13.787","16.09","15.229","14.564","12.335","11.817","10.329","8.923","9.374","9.478","9.986","11.39","15.616","16.296","17.138","17.017","15.015","13.492","13.861","13.296","12.604","12.553","11.132","12.258","10.833","9.606","10.844","14.427",
"OECD members","OED","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.4327470885062","16.2891786474489","16.0988108736259","15.2598663831139","14.6243769674422","13.7383369554927","12.4863618370854","11.8069237204955","12.3240227264352","13.567015566645","14.3070052673232","14.4954319722924","14.5697191558652","14.8427577713505","14.3595371823418","13.7772158473392","13.550547494358","12.9837993990993","15.0302416608389","14.7916954143952","15.222632207916","15.0058282869267","14.7534011066321","13.4650029688923","12.9514486171015","13.9334338947121","18.4081597401674","18.4093871707963","17.4967908955869","17.6283330035979","17.4759723032654","16.3933273184711","15.1506433189627","14.2755293849041","13.187073771768","12.4244801165986","12.5522324853685","15.416676280992","13.3178150972623","11.4125096966373","11.187754114554","11.4636176367446",
"Oman","OMN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.07","","","","",
"Other small states","OSS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6609965826586","","","","","20.9451333715301","","","",
"Pakistan","PAK","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84","","5.66","7.85","7.31","6.47","6.93","7.58","","7.87","8.77","","11.12","","12","","10.98","","1.021","0.898","0.911","1.193","1.336","1.815","8.471","6.045","4.03","5.651","5.307","","8.157","9.801","15.241","10.02","","","",
"Panama","PAN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.51","","","","","","","","","","","","","","","","","","8.543","","10.787","9.994","7.886","8.333","10.255","9.482","10.346","12.183","10.733","13.566","30.756","19.803","16.882","13.481","15.004",
"Peru","PER","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.39","6.478","7.702","8.114","5.78","7.591","6.145","6.993","7.245","8.216","6.161","7.31","6.852","7.171","6.416","6.758","5.726","6.902","7.239","6.9","7.633","8.006","7.601","6.886","12.365","8.526","6.723","7.776","8.879",
"Philippines","PHL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","9.73","","13.23","13.12","14.1","13.13","","","","","","","","","","","7.945","","7.742","7.946","8.134","8.87","7.721","8.631","8.865","8.678","8.251","8.147","8.014","8.358","7.52","6.806","6.64","5.759","5.878","6.135","7.436","6.005","6.067","",
"Palau","PLW","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.12","","","","","8.842","","","","","","","","","","","","","","","","","","","","3.067","","","","",
"Papua New Guinea","PNG","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.296","","","","","","","","","","","","4.614","","",
"Poland","POL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.879","","","","","20.134","19.506","27.927","32.13","40.414","43.726","42.296","38.611","36.2","28.283","19.915","15.251","20.261","22.472","23.714","24.135","25.475","22.754","20.694","17.457","14.61","11.513","9.608","10.351","11.492","10.214","11.306","10.505",
"Pre-demographic dividend","PRE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico (US)","PRI","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","40.42","42.4","39.38","35.61","","41.28","43.8","50.28","43.48","44.98","44.26","40.74","37.04","","33.33","34.75","35.59","33.59","","28.33","29.03","28.68","25.19","24.81","23.33","","23.97","24.19","21.88","24.81","22.81","24.27","27.37","","","","","","","","","","","","34.943","","","","",
"Korea, Dem. People's Rep.","PRK","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","15.34","16.333","14.01","10.232","8.247","7.904","6.198","8.733","9.921","12.539","15.08","14.552","11.048","8.45","7.679","5.479","6.55","9.18","10.787","12.591","13.867","14.91","13.806","13.6","19.077","21.645","29.128","36.898","37.123","34.341","29.637","27.091","22.433","20.029","15.721","21.186","20.909","18.074","20.842","20.946",
"Paraguay","PRY","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.15","8.2","","","","8.862","9.341","","9.524","13.152","10.688","8.216","8.249","9.019","7.234","7.357","9.539","8.493","8.208","7.631","8.149","8.297","10.439","9.043","10.969","11.831","12.139","13.072","12.241","12.328","10.55","10.669",
"West Bank and Gaza","PSE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.877","32.395","40.224","36.005","35.744","31.196","29.608","30.386","36.487","33.534","35.355","28.914","31.504","34.504","34.204","33.696","34.073","36.552","37.008","34.792","36.596","37.249","31.89","","40.281",
"Pacific island small states","PSS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.1590484674234","16.0982330660331","15.9125541591215","15.0787170601125","14.4409069950286","13.2955401694354","11.8887020119366","11.7506502476294","13.3603880636373","14.3158214275421","15.6623162804636","15.9622786863634","15.2815545585673","15.8012986167933","15.2627521196005","14.5903364728009","14.0155532457978","13.0413612787838","13.0975935860713","13.7496838746393","14.3208208372445","14.2563846213616","14.3784933128062","13.4805345785147","12.8018437297997","14.1153717920145","18.7838897982393","19.2237788144284","18.7255737569782","19.0533999043731","19.0643201937325","17.9662231352348","16.6203354753281","15.461286461888","13.7975281557737","12.8656215593142","12.2537291355435","15.6281808428244","13.3620111156885","11.3256416344468","11.3237849553779","11.9174823545291",
"French Polynesia","PYF","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.26","","","","","31.35","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.67","","","0.7","0.57","0.5","","0.35","0.65","0.44","0.35","0.23","0.19","0.23","0.09","0.09","0.2","0.31","0.25","","",
"Romania","ROU","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","","","19.05","17.48","15.893","16.677","18.771","19.343","18.052","22.43","19.17","25.137","21.554","22.326","21.082","18.817","21.231","22.104","24.041","22.224","23.163","23.586","20.568","19.86","18.109","16.289","16.336","17.859","20.944","21.602","21.536","23.22",
"Russian Federation","RUS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.961","13.502","15.365","17.764","18.347","23.083","","","","","","","","","17.695","14.362","13.335","18.338","16.866","15.182","14.531","13.365","13.431","15.437","15.896","15.685","16.261","14.87","16.05","15.247","13.645","10.674","8.051",
"Rwanda","RWA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03","","","","","","","","","","","","","","","","","","1.356","","","15.497","15.688","15.393","14.627","22.314","20.898","16.394","14.254",
"South Asia","SAS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.596","","","","","","8.90938284465075","","","","","9.10023455569705","","","","","9.07232791068957","","9.72546712506487","","","","","","26.0556486115502","22.5027773574604","24.2551053170068","20.841512121432","17.2408510048204","15.0175366572569","14.9990592543648",
"Saudi Arabia","SAU","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.509","24.065","23.521","","","20.75","","21.414","","","24.31","22.829","17.159","21.643","16.504","11.573","10.713","8.555",
"Sudan","SDN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.955","","","27.388","","","","","","","","","","","12.316","","",
"Senegal","SEN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.92","","","","","2.307","","","","7.362","6.164","6.513","","2.882","","","4.545","5.159","6.543",
"Singapore","SGP","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","5.78","5.3","5.01","","4.35","5.4","4.45","7.11","10.06","7.76","6.39","4.23","","3.48","5.45","5.48","5.61","5.99","6.83","4.45","5.7","6.36","","5.06","6.83","5.83","6.77","","6.37","6.88","6.42","9.81","7.58","6.63","6.36","6.13","6.23","7.73","6.23","","","5.8","8.1","6.999","6.549","5.864","5.377",
"Solomon Islands","SLB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.048","","","","","","","","","","","",
"Sierra Leone","SLE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.336","7.27","","","","","","","","","","14.773","","","","4.878","","","","","","",
"El Salvador","SLV","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.03","","14.49","9.283","8.182","8.233","7.747","10.235","8.298","9.647","8.846","8.411","8.28","9.378","7.76","5.673","5.65","",
"San Marino","SMR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.36","11.75","","","","","22.86","21.44","","","","","","11.75","","",
"Somalia, Fed. Rep.","SOM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.938","","","","","",
"Serbia","SRB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.88","43.24","40.74","30.71","39.25","45.503","47.627","47.871","44.603","46.12","40.116","32.177","29.181","28.311","26.104","25.042","22.898","22.069","22.831","21.138",
"Sub-Saharan Africa (excluding high income)","SSA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.632","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.863","","","","","","","",
"Suriname","SUR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.17","28.99","","34.78","29.74","","25.17","19.82","18.24","13.15","23.93","","","","","","","","","","13.26","7.45","11.89","14.31","14.64","7.76","8.97","18.708","","","","","","","","",
"Slovak Republic","SVK","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.377","35.087","39.326","41.635","38.782","34.34","34.237","31.109","26.561","20.58","18.499","27.86","34.71","33.181","34.968","34.904","26.4","25.867","19.804","18.133","14.253","14.021","18.36","20.302","18.846","22.188","19.349",
"Slovenia","SVN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1","","36.73","21.21","18.06","16.703","14.077","16.991","17.181","14.76","15.026","13.489","13.08","11.211","14.548","11.643","9.364","9.857","13.768","15.217","15.005","20.275","20.092","19.386","17.652","15.629","9.938","8.271","7.359","12.719","11.543","8.601","10.645","10.978",
"Sweden","SWE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","2.79","2.8","","","","","","7.39","7.74","6.07","5.93","4.68","4.43","","3.16","","","","","","20.868","22.435","22.66","18.082","17.064","10.801","12.704","13.412","15.472","19.809","23.254","20.967","18.773","19.722","26.26","25.855","23.29","25.016","24.755","24.231","21.22","20.506","18.797","18.551","20.538","24.999","25.216","20.153","22.514","24.885",
